Origin,Destination,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Shipment_Duration,Actual_Duration
0,5,1,1417,0,1,4,8
7,9,0,610,1,1,2,4
0,2,1,1132,2,1,3,4
9,3,2,1207,0,2,4,5
2,1,1,618,0,1,2,7
1,9,2,976,0,0,3,5
4,5,0,267,0,2,1,2
1,5,2,597,0,1,1,1
3,9,1,483,3,1,1,4
8,0,3,1091,0,2,3,4
0,5,0,1999,0,0,6,8
2,4,2,429,2,1,1,2
6,3,1,513,0,1,1,1
9,4,2,1754,0,1,5,5
3,5,1,1384,0,1,4,4
3,0,3,1645,0,0,5,7
5,0,1,768,0,2,2,3
4,2,0,1961,1,1,6,11
7,4,1,1054,0,2,3,4
6,1,2,1043,0,2,3,4
1,4,3,1808,1,2,6,9
0,6,3,1493,2,1,4,5
1,7,0,416,1,1,1,3
5,3,1,1825,1,1,6,8
1,8,0,1590,0,1,5,5
3,0,1,534,0,1,1,1
2,8,1,1062,3,1,3,6
8,2,0,798,0,0,2,7
0,4,3,1660,2,1,5,6
2,0,3,1028,2,2,3,5
6,8,1,1317,0,1,4,4
9,2,1,1630,0,1,5,8
9,2,1,1522,0,1,5,10
9,6,1,1823,0,1,6,6
5,9,3,398,0,2,1,2
6,0,1,266,1,1,1,3
8,9,3,507,0,2,1,2
8,4,0,525,0,1,1,4
5,7,0,243,0,1,1,3
0,3,2,1508,0,1,5,8
1,9,0,897,0,2,2,3
6,8,3,488,3,2,1,5
4,5,1,1502,2,2,5,7
2,5,1,511,0,1,1,1
8,2,1,1804,0,0,6,10
6,0,2,1755,1,0,5,9
3,1,0,1863,0,1,6,6
4,2,2,1254,1,2,4,7
7,9,1,857,0,1,2,2
6,8,2,1626,0,1,5,5
0,1,3,1241,1,2,4,7
0,2,2,242,2,2,1,3
8,7,1,1606,0,1,5,5
0,2,0,1069,0,1,3,3
7,3,2,1756,1,2,5,8
1,7,2,1554,0,1,5,10
9,4,1,1046,2,0,3,6
0,9,2,1367,0,0,4,6
2,3,0,398,0,2,1,2
7,1,3,502,0,0,1,5
3,1,0,1849,0,1,6,6
1,9,3,843,0,2,2,3
3,8,1,919,2,0,3,6
2,3,1,1599,0,2,5,6
8,2,2,258,0,1,1,1
9,4,0,1085,2,2,3,7
4,6,3,696,1,1,2,8
2,1,3,1597,0,1,5,5
1,9,1,781,0,1,2,5
8,7,3,1288,0,1,4,4
3,8,3,1668,0,0,5,10
9,6,1,1023,0,2,3,4
7,3,3,1596,0,2,5,6
9,0,3,868,3,2,2,11
7,2,2,500,0,2,1,2
9,2,1,628,0,0,2,4
1,4,0,901,1,2,3,6
3,2,0,778,0,2,2,3
3,4,3,1918,3,2,6,10
2,4,1,1179,0,0,3,5
3,4,1,455,0,1,1,1
9,4,2,1141,2,1,3,4
3,1,1,284,1,1,1,3
7,2,1,1510,0,1,5,5
9,0,2,256,0,1,1,1
1,8,2,1752,0,2,5,10
6,3,2,598,3,0,1,9
9,8,0,247,0,2,1,2
3,4,0,1465,2,2,4,6
5,1,3,692,0,1,2,4
1,6,0,1777,0,2,5,8
1,5,1,1475,1,1,4,6
7,6,3,917,2,2,3,5
2,1,2,1593,2,2,5,7
9,1,1,1973,0,2,6,7
0,9,1,619,0,2,2,3
5,3,2,1270,0,1,4,4
4,2,2,1337,2,2,4,6
5,0,2,1468,0,1,4,9
6,4,2,1060,0,1,3,3
9,2,2,1461,0,2,4,9
0,6,1,474,2,1,1,5
4,1,1,370,0,1,1,1
7,3,0,753,0,1,2,2
3,9,1,1494,3,1,4,7
0,5,2,1916,0,1,6,6
4,5,2,467,0,1,1,1
9,0,0,217,0,1,1,1
6,8,3,1626,0,0,5,10
2,3,0,1392,0,1,4,4
3,4,0,526,2,0,1,4
1,6,1,916,2,2,3,5
8,7,0,624,2,2,2,4
3,4,2,439,0,1,1,1
3,8,3,724,0,1,2,2
6,2,0,1550,0,0,5,9
6,8,1,1234,0,1,4,4
4,8,2,1492,0,1,4,7
9,0,0,1586,0,1,5,5
6,1,0,395,0,1,1,5
1,0,3,1340,0,2,4,5
3,4,3,459,0,1,1,4
1,4,2,820,0,1,2,5
9,7,0,1681,0,1,5,7
5,3,1,1074,0,0,3,10
6,0,1,1910,1,0,6,15
0,9,1,1189,2,1,3,4
3,8,2,1724,0,1,5,7
3,4,3,855,0,0,2,4
1,7,1,1011,0,1,3,3
9,8,3,1955,0,2,6,7
6,5,1,1251,0,1,4,4
3,8,1,566,0,1,1,1
0,5,2,609,0,2,2,6
6,7,0,1148,1,1,3,9
9,6,0,1255,0,2,4,5
7,6,1,1858,2,0,6,9
4,0,3,1277,0,1,4,4
7,2,3,1304,0,0,4,6
6,4,0,533,0,1,1,5
0,9,3,1091,3,2,7,3
5,9,0,1586,0,1,5,5
8,5,2,1179,0,1,3,3
0,6,1,1526,1,1,5,7
3,7,3,1042,0,2,3,4
8,1,0,1941,0,2,6,7
9,7,3,1901,3,1,6,9
3,0,0,1644,0,2,5,6
1,3,0,1620,0,2,5,8
1,9,0,867,2,1,2,3
1,4,2,835,0,0,2,7
2,4,1,203,0,1,1,4
0,2,2,1262,0,2,4,5
9,6,2,948,3,2,3,7
8,7,3,1367,0,1,4,4
8,3,0,1151,0,0,3,5
6,9,1,1155,1,0,3,7
6,8,1,1063,0,2,3,4
7,3,3,1841,0,1,6,6
3,5,3,1304,1,0,4,8
0,9,3,207,0,1,1,1
6,8,1,1246,0,2,4,5
2,7,1,1386,0,2,4,9
7,0,1,556,0,1,1,1
0,2,1,889,0,2,2,3
9,3,2,271,0,0,1,3
6,7,2,788,0,0,2,4
2,7,0,626,0,2,2,3
0,3,2,910,0,1,3,3
6,7,3,901,0,1,3,7
3,6,3,941,0,1,3,3
0,3,1,455,0,0,1,3
2,7,0,1624,0,2,5,6
6,2,2,1473,0,2,4,5
2,6,0,830,2,2,2,4
9,1,0,1406,0,1,4,9
7,6,1,1220,0,2,4,5
7,5,0,1362,0,2,4,5
7,8,2,451,1,1,1,3
5,2,1,316,0,1,1,1
5,2,2,873,2,2,2,4
4,6,3,1826,1,1,6,10
4,3,0,389,0,0,1,3
8,0,0,729,0,2,2,3
2,8,1,579,3,1,1,4
3,6,2,1135,0,1,3,5
7,2,1,1226,0,2,4,9
0,6,0,1719,0,2,5,6
3,6,3,1912,0,1,6,6
6,1,1,1210,0,1,4,4
9,1,2,662,0,1,2,2
9,3,3,242,0,2,1,2
9,0,3,1606,0,1,5,5
2,9,0,1084,1,1,3,8
6,0,2,687,0,1,2,5
5,7,2,1980,0,0,6,8
6,3,3,1980,0,0,6,11
4,7,2,1976,0,1,6,9
4,1,3,622,0,1,2,2
9,0,0,317,0,1,1,1
1,2,3,399,0,2,1,2
7,9,1,948,0,2,3,4
0,9,0,1767,0,1,5,5
9,0,2,1222,1,2,4,12
0,9,2,509,0,1,1,1
8,7,2,393,0,1,1,1
0,8,0,1376,0,2,4,5
0,9,0,1243,0,2,4,5
3,2,3,1392,0,0,4,11
9,6,3,1221,0,0,4,6
1,2,3,508,0,2,1,2
1,3,0,1716,1,2,5,11
9,3,2,248,2,1,1,7
4,1,1,1485,1,1,4,8
1,8,0,1272,2,2,4,6
3,1,0,1888,0,0,6,8
9,2,2,1499,0,1,4,4
3,9,0,614,0,2,2,3
2,1,1,623,0,2,2,3
6,5,2,1814,0,1,6,6
9,4,0,1604,0,0,5,7
2,8,0,607,2,1,2,3
9,3,2,1111,0,2,3,4
5,2,1,1239,0,1,4,4
0,6,3,807,2,1,2,3
8,9,3,871,0,1,2,2
2,5,1,638,2,1,2,3
6,7,3,664,1,0,2,6
5,3,2,554,0,2,1,6
0,2,2,1985,2,2,6,8
0,9,2,579,0,1,1,1
3,9,1,751,0,2,2,3
2,8,1,1395,0,2,4,7
2,1,2,1402,0,2,4,10
5,3,0,683,0,1,2,2
0,5,3,1801,1,1,6,10
9,3,2,1410,0,2,4,5
8,6,3,1188,0,2,3,4
9,7,0,1616,0,1,5,5
7,3,0,1318,2,2,4,6
8,6,1,1743,2,1,5,6
3,0,2,925,0,2,3,4
5,8,3,1127,0,0,3,5
5,9,3,1078,0,1,3,3
4,0,3,1484,3,2,4,8
9,6,3,1241,0,1,4,4
4,2,1,697,1,1,2,8
6,0,0,289,0,1,1,6
3,1,1,1315,1,1,4,6
7,9,0,1982,0,1,6,6
9,6,2,1756,0,1,5,8
7,9,3,795,0,2,2,3
9,5,0,934,0,2,3,4
6,1,0,1317,0,2,4,9
9,4,1,619,0,0,2,4
3,1,3,722,0,1,2,2
3,2,0,1597,0,1,5,5
1,0,0,1979,0,0,6,8
3,6,1,1208,0,1,4,4
0,3,0,1275,2,2,4,6
1,6,3,625,0,2,3,2
5,3,2,1231,1,1,4,6
4,1,3,976,2,1,3,4
4,9,3,1851,0,1,6,10
8,6,3,943,2,1,3,4
6,0,1,1757,3,2,5,9
5,8,2,337,0,1,1,1
7,1,1,980,3,1,3,6
7,1,0,1820,0,2,6,12
4,7,2,1629,0,2,6,5
8,4,0,1904,0,0,6,8
7,0,3,1631,0,1,5,5
1,5,1,1142,0,1,3,3
6,4,2,266,0,1,1,4
5,2,0,1164,0,1,3,3
3,5,2,1536,3,2,5,9
0,7,0,249,2,1,1,7
8,4,2,578,0,2,1,2
5,1,2,849,3,0,2,7
2,4,1,345,1,1,1,3
2,1,3,811,0,1,2,2
7,4,2,652,2,2,2,4
8,7,3,278,3,2,1,5
1,3,3,949,0,1,3,3
0,6,1,1704,0,1,5,5
3,4,1,1643,2,0,5,8
0,4,2,1805,0,1,6,6
5,0,2,1646,2,1,5,6
5,7,0,822,0,2,2,3
3,5,3,1865,0,2,6,12
0,6,2,530,0,1,1,1
7,9,3,1153,0,2,3,4
5,2,0,776,0,2,2,3
6,9,0,979,0,1,3,3
1,5,1,479,0,1,1,1
3,7,1,512,1,1,1,3
9,3,3,697,3,1,2,8
7,0,3,1931,0,0,6,8
2,1,0,701,0,1,2,2
5,4,1,746,0,2,2,8
3,6,3,1393,1,2,4,7
4,5,0,1295,2,1,4,5
4,9,0,440,0,2,1,2
7,8,3,781,1,1,2,4
9,1,1,1262,2,0,4,7
2,0,0,339,0,2,1,7
1,2,2,1395,0,2,4,5
5,9,3,1800,0,1,6,6
9,4,0,1187,2,1,3,4
5,7,0,1400,3,1,4,7
0,6,1,930,1,0,3,11
8,4,3,1482,0,2,4,5
9,7,0,1302,0,1,4,4
1,2,2,1736,0,1,5,5
4,0,1,1532,2,1,5,6
1,0,3,223,0,1,1,3
8,0,2,1907,0,2,6,7
0,7,1,830,0,1,2,2
2,3,0,388,3,1,1,4
6,3,0,401,0,1,1,1
3,4,3,709,0,0,2,4
4,7,1,828,0,1,2,2
2,4,1,1050,1,1,3,5
1,6,2,242,0,1,1,1
5,3,3,711,2,1,2,3
1,0,3,1185,2,2,3,10
8,0,3,1492,0,2,4,5
9,7,1,1755,0,2,5,6
3,5,1,1032,2,1,3,4
2,7,1,1032,2,2,3,7
3,5,0,1289,0,1,4,4
3,8,0,1293,2,2,4,8
8,5,0,390,0,1,1,6
9,3,3,694,0,1,2,2
0,4,0,1287,0,0,4,6
0,9,2,654,0,1,2,6
1,3,2,214,3,1,1,8
4,5,1,1463,0,2,4,8
0,6,2,1686,0,2,5,6
8,4,0,213,0,1,1,1
3,5,2,1669,0,2,5,6
3,5,1,1859,1,2,6,9
2,4,0,1840,0,1,6,6
0,2,3,1891,1,1,6,8
1,3,0,1888,0,2,6,11
0,6,3,501,2,1,1,2
8,6,3,1685,0,2,5,8
6,7,3,1221,0,1,4,4
8,4,2,557,0,1,1,1
4,8,2,1398,3,1,4,10
4,1,3,1894,0,1,6,8
3,0,3,1191,1,2,3,6
5,7,1,423,0,1,1,5
0,7,0,1102,0,2,3,4
2,7,3,1509,0,2,5,6
4,2,2,476,0,2,1,2
9,6,3,1607,0,2,5,6
5,3,1,327,0,2,1,2
0,1,3,1087,0,1,3,3
0,1,0,1215,3,2,4,8
2,4,2,1965,2,2,6,8
4,7,1,1537,2,0,5,10
1,6,3,1188,3,2,3,7
9,5,2,1142,0,0,3,7
8,5,3,593,0,2,1,7
2,9,3,450,0,1,1,1
3,7,1,965,0,2,3,4
7,2,2,1824,0,1,6,6
6,3,0,1680,0,2,10,5
1,0,0,1572,1,2,5,8
6,3,2,1403,2,1,4,5
8,6,2,328,0,1,1,1
2,1,0,1007,0,1,3,3
7,3,0,1296,0,0,4,6
8,4,2,1727,0,1,5,7
3,4,0,1025,0,2,3,4
2,6,3,1631,3,1,5,8
6,0,0,1638,0,2,5,9
2,1,0,1956,0,1,6,8
9,8,1,334,0,2,1,2
9,2,1,533,0,0,1,3
5,1,2,1609,0,2,5,6
6,7,3,1320,0,2,4,5
1,9,1,1585,0,1,5,5
2,7,3,1931,0,2,6,12
2,9,0,1360,3,1,4,7
0,5,0,1530,0,1,5,5
6,5,1,717,1,2,2,5
2,1,2,405,0,1,1,1
8,9,0,606,0,2,2,3
5,6,2,1763,0,1,5,9
4,5,3,1445,0,1,4,4
0,5,3,1815,0,0,6,10
7,6,2,1702,0,2,5,11
5,3,1,1882,0,1,6,10
9,0,1,693,2,1,2,3
6,8,3,601,0,1,2,7
0,3,1,1660,0,0,5,7
8,7,1,1788,2,2,5,7
3,6,1,563,1,0,1,5
9,2,2,657,0,1,2,5
7,4,2,1167,0,1,3,7
5,2,2,1021,0,1,3,3
6,9,2,1612,1,2,5,8
3,0,3,1087,0,2,3,9
8,9,0,455,2,2,1,3
5,8,1,1560,1,0,5,14
2,7,1,719,0,0,2,4
1,6,3,1605,2,1,5,6
2,0,0,1360,0,2,4,5
6,4,1,520,2,2,1,7
1,5,3,1140,0,1,3,3
8,0,3,1405,0,0,4,6
8,4,0,1225,2,1,4,5
3,4,1,1526,0,1,5,5
0,2,0,731,0,2,2,3
9,2,3,833,1,2,2,5
3,8,3,853,0,1,2,2
6,7,1,1090,0,1,3,5
4,1,1,1465,0,1,4,4
9,3,2,1279,0,1,4,4
9,5,2,721,2,2,2,4
8,7,0,679,1,2,2,5
0,6,1,1912,2,1,6,11
1,0,0,236,0,2,1,2
8,5,0,344,0,0,1,6
9,2,0,1845,0,2,6,7
2,3,3,1655,0,1,5,5
7,3,0,463,2,2,1,3
8,0,2,1318,0,1,4,4
4,8,0,1573,3,2,5,13
9,2,0,1575,1,2,5,8
1,6,0,383,0,1,1,1
7,0,2,973,3,2,3,7
7,8,3,1282,1,2,4,12
7,0,2,552,0,1,1,1
9,0,2,1181,0,0,3,8
1,4,2,1142,0,1,3,3
3,0,2,1503,2,1,5,11
8,5,3,1858,1,2,6,9
3,5,2,1092,0,1,3,5
1,7,0,1511,0,1,5,10
4,7,3,1148,0,1,3,6
3,8,2,1489,1,1,4,6
8,6,2,1516,2,2,5,7
0,3,0,1361,1,1,4,6
1,3,0,820,0,1,2,2
8,0,3,408,0,1,1,4
3,1,1,625,0,1,2,2
5,0,1,1190,0,1,3,3
6,1,1,1689,0,1,5,5
2,4,3,1894,2,2,6,12
8,7,2,1056,1,2,3,6
1,6,0,1584,0,1,5,5
6,9,1,1513,0,1,5,5
7,4,1,1731,0,2,5,6
3,6,0,1301,0,1,4,9
1,8,3,888,0,2,2,3
0,9,3,1031,0,1,3,3
3,7,3,1513,3,1,5,8
8,2,1,443,0,1,1,1
5,1,3,239,2,1,1,2
1,2,1,756,3,1,2,5
0,3,1,1544,0,0,5,7
6,5,2,1195,0,2,3,4
5,8,1,1587,2,2,5,7
4,7,3,854,0,1,2,2
9,6,2,1722,2,1,5,9
4,1,3,1421,0,1,4,4
3,0,0,1718,0,1,5,5
3,0,2,1468,2,2,4,6
2,7,0,1043,0,0,3,10
1,2,2,1743,0,0,5,7
9,6,3,1841,0,2,6,7
8,9,2,1281,0,2,4,10
1,2,2,566,1,1,1,3
7,2,2,233,0,1,1,1
6,5,0,1654,0,1,5,7
3,6,2,1350,0,1,4,4
2,5,1,791,0,2,2,3
3,6,0,241,2,1,1,2
2,1,0,795,2,1,2,8
5,1,0,1605,0,2,5,6
4,2,0,1635,0,0,5,7
5,9,2,396,0,1,1,1
0,5,2,1714,0,2,5,6
7,0,0,1352,0,1,7,4
4,6,0,989,0,2,3,4
7,9,1,696,0,2,2,6
0,6,1,897,1,1,2,4
1,8,1,825,2,1,2,5
3,1,2,1563,0,1,5,5
5,0,2,1113,0,2,3,4
1,3,0,442,3,0,1,9
2,4,1,895,0,2,2,3
4,7,0,547,2,2,1,8
0,4,2,1729,2,1,5,6
0,4,2,517,0,2,1,7
9,6,2,1677,2,2,5,12
3,6,2,857,0,0,2,4
9,6,2,835,0,1,2,7
0,9,1,982,2,2,3,5
5,1,1,1576,2,1,5,6
6,1,1,1160,1,0,3,9
3,8,1,1560,0,0,5,7
2,5,3,1362,0,2,4,5
5,6,1,1200,0,1,4,4
4,7,3,1369,0,0,4,6
8,6,0,1411,0,1,4,4
5,3,3,849,0,0,2,4
8,4,2,672,0,1,2,2
6,2,0,537,0,2,1,6
5,1,0,1578,0,0,5,7
1,7,0,1659,0,2,5,6
0,9,2,1121,3,1,3,10
3,4,1,1229,2,2,4,11
5,6,1,335,0,1,1,1
1,4,1,1037,0,0,3,5
4,2,2,940,2,0,3,6
3,4,3,537,0,2,1,2
8,6,0,850,0,1,2,2
3,5,1,1753,2,0,5,8
8,7,2,1808,3,1,13,6
9,1,2,737,0,1,2,6
8,4,2,1012,0,2,3,6
8,3,1,1921,0,2,6,7
0,7,3,481,0,1,1,1
0,5,0,1919,0,2,6,7
6,9,3,736,0,2,2,7
4,1,1,866,0,1,2,5
5,9,3,381,0,2,1,2
2,0,1,965,2,1,6,3
7,6,2,749,0,1,2,2
6,4,3,397,0,0,1,8
1,2,3,1655,0,1,5,5
8,9,1,1632,0,1,5,9
1,9,3,1368,0,1,4,4
8,9,1,1943,0,0,6,12
7,3,0,755,1,1,2,4
9,7,0,1686,0,0,5,7
2,6,0,1473,0,1,4,4
0,6,1,1414,0,1,4,4
7,0,1,451,0,1,1,1
8,6,1,496,0,2,1,4
2,7,2,1083,0,2,3,4
4,8,2,624,0,1,2,7
6,3,3,1614,3,1,5,8
3,4,1,332,0,2,1,2
6,8,3,1320,0,1,4,7
9,8,1,1133,0,0,3,5
5,4,1,1389,2,1,4,5
2,7,0,1623,0,2,5,6
7,0,1,664,0,0,2,8
4,0,3,1323,0,1,4,4
5,9,2,896,0,1,2,2
2,4,1,902,2,1,3,4
7,5,1,1804,0,0,6,11
7,3,3,210,0,1,1,6
8,9,1,662,0,2,2,7
5,8,0,374,0,0,1,3
5,8,2,1890,0,0,6,8
9,0,0,971,0,1,3,3
7,6,1,1499,0,0,4,6
3,0,0,1752,3,1,5,8
9,4,1,491,1,1,1,3
3,0,0,890,2,2,2,9
0,8,2,1133,0,1,3,3
1,8,2,407,0,1,1,6
4,7,1,1924,0,1,6,6
2,9,1,953,1,1,3,5
8,2,2,255,0,1,1,1
6,2,3,1093,0,2,4,3
8,2,2,537,0,1,1,4
2,4,1,1907,0,1,6,8
0,7,0,1173,0,2,3,7
8,9,2,1096,0,2,3,4
9,6,2,741,0,2,2,3
4,2,1,423,1,1,1,6
0,7,3,1610,2,1,5,6
3,0,3,549,0,1,1,5
1,4,1,1370,3,1,4,7
9,5,1,272,3,1,1,4
8,3,0,213,2,2,1,3
9,0,0,1881,2,1,6,7
9,0,0,2000,0,1,6,6
2,4,3,232,1,1,1,3
8,4,1,1063,0,2,3,4
6,8,2,221,0,1,1,1
9,8,3,254,3,2,1,5
8,5,0,1202,0,2,4,5
7,6,3,1696,0,1,5,7
9,4,2,978,0,1,3,3
7,4,2,1562,0,0,5,7
9,8,1,1856,0,1,6,6
3,1,1,1220,0,1,4,4
1,5,2,1755,0,2,5,6
1,7,0,485,2,1,1,2
8,6,3,1562,0,1,5,5
7,0,1,504,2,1,1,2
5,8,3,838,0,1,2,5
6,7,3,1394,0,0,6,4
7,0,1,957,3,2,3,11
3,8,0,258,0,0,1,3
9,8,2,1630,0,1,5,5
6,3,3,744,1,0,2,9
1,2,0,1862,0,0,6,8
1,0,2,1792,0,2,5,6
6,8,2,1390,1,0,4,8
6,3,1,1679,0,2,5,11
7,6,1,1409,0,2,4,5
3,5,1,1648,0,1,5,5
9,2,2,1427,2,1,4,5
8,9,1,691,0,2,2,3
5,2,0,860,1,1,2,6
5,2,0,1195,2,1,3,4
4,7,2,1575,1,1,5,7
2,3,0,222,0,1,1,1
3,2,3,301,2,2,1,3
7,1,1,382,2,1,1,2
6,2,0,1802,0,2,6,7
6,3,0,1581,1,2,5,8
7,0,2,531,0,1,1,1
7,1,1,1972,0,2,6,10
7,1,1,1592,0,1,5,5
4,5,3,562,0,0,3,1
8,9,3,1261,2,1,4,5
0,5,1,1178,0,1,3,6
9,4,0,641,0,1,2,2
4,0,1,555,0,2,1,2
3,5,2,1943,0,2,6,7
8,6,1,1215,0,1,4,4
2,9,2,304,1,1,1,6
6,5,1,601,0,2,2,3
5,3,3,1715,0,2,5,6
7,8,1,1228,2,2,4,9
8,4,3,1413,3,2,4,8
3,7,0,1060,0,1,3,5
1,0,3,1671,0,1,5,5
4,2,1,940,0,1,3,3
9,6,2,1617,0,1,5,5
4,9,2,1980,0,1,6,9
5,6,0,777,2,1,2,7
3,7,3,1312,2,0,4,10
6,2,3,451,0,2,1,2
9,2,2,949,0,1,3,3
1,0,2,251,2,1,1,2
9,8,3,1101,1,0,3,7
8,5,1,1345,0,1,4,4
8,3,0,1425,0,0,4,6
3,7,1,871,0,1,2,7
9,0,1,1066,2,2,3,5
5,2,1,1863,2,1,6,7
6,5,1,989,0,1,3,3
0,8,0,383,0,1,1,1
7,5,3,1717,0,1,5,5
4,2,0,918,0,0,3,5
0,6,2,1838,0,1,6,6
8,0,3,593,0,1,1,1
3,6,0,1865,0,1,6,6
9,4,2,585,0,2,1,5
2,0,0,1251,1,1,4,6
4,7,2,305,0,1,1,1
2,9,1,1898,0,2,6,7
7,6,3,1232,0,1,4,9
2,1,2,1407,2,1,4,5
2,1,1,359,0,2,1,2
0,3,1,1949,2,1,6,12
6,8,0,1907,0,2,6,7
1,0,3,1154,0,1,3,6
9,3,2,1180,2,2,3,10
2,8,2,769,0,2,2,3
6,4,3,1975,0,0,6,8
5,9,3,651,0,1,2,2
1,6,1,1561,0,0,5,7
0,7,1,1228,0,0,4,6
4,8,3,692,2,1,2,7
4,8,1,778,0,2,2,3
0,3,3,792,0,1,2,2
8,9,0,1079,0,1,3,3
2,6,0,676,0,0,2,4
7,8,1,1248,0,1,4,9
2,5,1,1319,0,1,4,8
9,4,0,412,0,2,1,2
4,7,3,420,0,2,2,1
2,8,0,893,0,2,2,6
9,2,2,1882,2,2,6,8
7,2,0,1385,1,0,4,8
7,4,2,270,0,0,1,5
9,5,1,1954,0,1,6,6
6,8,0,1174,0,1,3,3
9,0,3,1833,0,2,6,7
5,1,0,852,0,2,2,3
1,8,0,1717,0,0,5,7
8,3,2,1972,0,2,6,7
1,6,1,1154,0,1,3,3
9,3,0,1876,0,2,6,7
1,9,3,1277,0,2,4,5
0,3,1,456,0,2,1,2
2,3,3,943,2,1,3,4
5,2,2,979,0,1,3,6
3,0,3,1847,0,1,6,8
2,9,2,1180,1,1,3,10
9,4,2,1702,0,1,5,5
6,7,1,850,0,1,2,2
8,7,0,1914,0,1,6,6
1,5,3,381,2,1,1,2
6,9,1,245,2,2,1,3
4,1,1,909,2,1,3,4
3,2,0,505,0,2,1,2
4,3,3,1351,0,0,4,6
7,3,2,723,0,0,2,6
8,7,3,1868,1,1,6,8
0,6,0,1248,0,2,4,5
0,2,1,1436,2,2,6,4
7,0,0,1719,2,0,5,8
2,1,1,1551,0,1,5,5
1,5,2,1212,0,2,4,5
6,0,2,1526,0,1,5,5
7,4,3,517,0,1,1,1
9,7,1,1322,2,2,4,6
7,5,1,1088,0,1,3,3
3,5,3,1257,1,1,4,6
2,5,1,330,0,0,1,3
2,7,3,714,1,2,2,10
2,6,3,263,0,2,1,2
0,8,2,1290,2,2,4,8
2,5,1,890,2,1,2,6
1,2,1,226,2,2,1,3
1,9,1,710,0,1,2,2
1,4,2,1653,3,1,5,8
9,4,2,471,0,0,1,6
0,8,2,1379,0,1,4,7
9,0,3,412,0,1,1,1
2,3,2,334,0,1,1,5
6,9,1,1911,0,2,6,7
5,8,2,278,0,2,1,4
6,7,2,662,1,2,2,5
7,1,0,1095,0,0,3,5
1,0,3,912,0,2,3,4
6,7,0,277,0,1,1,1
2,7,1,861,3,1,2,5
1,3,0,1541,0,0,5,7
7,5,0,472,0,1,1,1
2,7,3,1413,0,2,4,5
8,5,3,1633,0,1,5,7
9,2,2,1270,0,1,4,4
0,2,1,982,0,1,3,3
4,0,2,1099,0,1,3,3
5,3,0,1401,0,0,4,6
8,9,0,374,0,1,1,1
9,5,2,1709,0,1,5,5
1,5,0,1310,0,1,4,4
0,8,1,1457,1,1,4,8
8,3,0,1561,0,1,5,5
4,9,0,1835,2,1,6,10
1,6,2,1656,0,2,5,10
7,6,0,1718,0,2,5,6
6,0,3,571,0,2,1,2
9,4,0,491,1,2,1,9
2,1,3,858,2,2,2,7
0,8,1,393,1,1,1,6
5,6,0,227,0,2,1,5
6,5,0,960,2,2,3,5
1,2,3,1437,0,1,4,4
3,9,1,1775,0,1,5,5
4,0,3,1987,2,0,6,9
0,5,0,806,0,1,2,2
0,5,1,1392,0,2,4,5
9,5,2,1855,1,1,6,10
7,6,0,1421,0,1,4,4
5,2,0,1669,0,1,5,5
3,9,3,1958,1,1,6,8
2,1,0,1280,0,2,4,5
4,3,2,1176,0,1,3,3
3,0,3,215,0,0,1,3
8,2,0,1865,0,1,6,6
0,9,3,989,0,0,3,5
5,9,2,856,2,2,2,6
4,6,2,604,0,1,2,6
3,7,3,1429,0,0,4,10
2,7,0,1133,0,1,3,3
2,9,2,855,0,2,2,3
1,0,3,1568,2,2,5,11
9,3,2,1825,0,2,6,7
9,1,2,748,0,1,2,2
6,7,1,1367,0,2,4,5
9,8,0,1421,2,2,4,6
2,4,1,1117,0,2,3,4
1,0,3,1015,0,2,3,4
3,4,1,576,3,2,1,5
6,5,3,979,2,0,3,6
6,1,1,1229,0,1,4,4
9,7,2,1740,0,2,5,6
0,7,1,981,0,2,3,4
1,3,0,1598,0,1,5,8
9,8,3,609,2,2,2,7
0,8,2,962,2,1,3,4
0,3,2,1153,0,1,3,3
3,7,1,359,0,2,1,2
4,2,2,737,0,2,2,3
7,3,2,857,2,1,2,3
8,1,1,1013,0,1,3,3
8,9,0,692,0,2,2,3
0,6,3,778,0,2,2,3
2,9,2,1554,0,0,5,7
1,8,1,1889,0,1,6,6
9,2,3,1295,2,0,4,7
2,1,3,1698,3,2,5,12
7,2,2,1355,0,1,4,4
2,3,0,485,0,2,1,2
5,8,1,281,0,1,1,1
1,8,1,745,0,1,2,2
9,1,0,1228,0,2,4,5
6,2,0,1765,1,2,5,13
5,8,3,362,1,2,1,4
7,2,2,1949,0,1,6,6
1,8,2,597,0,1,1,1
8,2,3,1332,0,2,4,5
0,1,2,819,0,1,2,2
8,3,3,1550,0,2,5,6
3,7,0,387,0,1,1,1
0,5,3,1473,3,2,4,8
4,0,1,1890,0,2,7,6
4,3,0,1515,1,2,5,8
5,6,3,1711,2,1,5,8
1,2,0,1695,0,2,5,6
8,7,2,1511,0,2,5,11
3,5,0,1155,0,1,3,5
9,4,1,376,0,1,1,1
5,8,0,979,0,1,3,3
0,4,2,1568,1,1,5,7
6,3,0,707,0,0,2,4
1,2,0,1144,0,1,3,7
4,9,2,1709,0,0,5,7
8,2,2,1369,0,1,4,8
6,1,0,721,0,2,2,7
9,7,1,1452,2,1,4,5
6,3,2,1703,0,2,5,6
0,4,3,1163,0,1,3,3
9,5,0,802,0,2,2,3
